beta,w0,wa,fs8_ratio,chi2,phantom
0.0,-0.775,-1.138,0.9981592707566281,30.22210984002978,False
0.0,-0.775,-1.075,0.9972122911625605,26.08189174107145,False
0.0,-0.775,-1.012,0.9962449128788228,22.304978143601208,False
0.0,-0.775,-0.95,0.9952562694603154,18.891369047619065,False
0.0,-0.775,-0.888,0.9942454360169872,15.841064453125014,False
0.0,-0.775,-0.825,0.9932114249036211,13.154064360119062,False
0.0,-0.775,-0.762,0.992153179244356,10.830368768601204,False
0.0,-0.775,-0.7,0.9910695665405633,8.869977678571441,False
0.0,-0.775,-0.638,0.9899593707689455,7.272891090029773,False
0.0,-0.775,-0.575,0.9888212838350717,6.039109002976201,False
0.0,-0.775,-0.512,0.987653895771255,5.168631417410723,False
0.0,-0.775,-0.45,0.9864556836847275,4.661458333333342,False
0.0,-0.775,-0.387,0.9852249986095774,4.517589750744055,False
0.0,-0.775,-0.325,0.9839600511433026,4.737025669642865,False
0.0,-0.775,-0.262,0.9826588950742355,5.319766090029769,False
0.0,-0.775,-0.2,0.9813194062022207,6.265811011904768,False
0.0,-0.775,-0.137,0.9799392610222978,7.575160435267863,False
0.0,-0.775,-0.075,0.978515909175252,9.247814360119053,False
0.0,-0.775,-0.012,0.9770465419354956,11.283772786458337,False
0.0,-0.775,0.05,0.9755280556619893,13.683035714285719,False
0.0,-0.775,0.113,0.9739570061565704,16.445603143601193,False
0.0,-0.775,0.175,0.9723295561807648,19.571475074404766,False
0.0,-0.775,0.238,0.9706414095499105,23.060651506696434,False
0.0,-0.775,0.3,0.9688877337927447,26.913132440476193,False
0.0,-0.75,-1.2,0.9969347504767002,40.84542410714286,False
0.0,-0.75,-1.138,0.9959790372537641,36.10938662574405,False
0.0,-0.75,-1.075,0.9950028131348554,31.736653645833336,False
0.0,-0.75,-1.012,0.9940052123811188,27.727225167410715,False
0.0,-0.75,-0.95,0.9929853125529752,24.08110119047619,False
0.0,-0.75,-0.888,0.9919421288197087,20.798281715029763,False
0.0,-0.75,-0.825,0.9908746079320483,17.878766741071427,False
0.0,-0.75,-0.762,0.9897816219682881,15.322556268601188,False
0.0,-0.75,-0.7,0.9886619608680588,13.129650297619046,False
0.0,-0.75,-0.638,0.9875143240266879,11.300048828124998,False
0.0,-0.75,-0.575,0.9863373106484601,9.833751860119046,False
0.0,-0.75,-0.512,0.9851294091298236,8.730759393601188,False
0.0,-0.75,-0.45,0.9838889844136897,7.991071428571427,False
0.0,-0.75,-0.387,0.9826142640179,7.614687965029759,False
0.0,-0.75,-0.325,0.981303322050968,7.601609002976188,False
0.0,-0.75,-0.262,0.9799540598909671,7.951834542410713,False
0.0,-0.75,-0.2,0.9785641838213823,8.665364583333332,False
0.0,-0.75,-0.137,0.9771311808394304,9.742199125744046,False
0.0,-0.75,-0.075,0.9756522872904614,11.182338169642856,False
0.0,-0.75,-0.012,0.9741244544462153,12.985781715029761,False
0.0,-0.75,0.05,0.972544305516507,15.152529761904761,False
0.0,-0.75,0.113,0.970908085135961,17.682582310267858,False
0.0,-0.75,0.175,0.9692116010164373,20.575939360119047,False
0.0,-0.75,0.238,0.9674501462527831,23.832600911458336,False
0.0,-0.75,0.3,0.9656184129989419,27.452566964285715,False
0.0,-0.725,-1.2,0.9947379877963447,47.895275297619065,False
0.0,-0.725,-1.138,0.9937528721746296,42.92672293526787,False
0.0,-0.725,-1.075,0.9927462681399825,38.32147507440477,False
0.0,-0.725,-1.012,0.991717256005338,34.079531715029766,False
0.0,-0.725,-0.95,0.9906648527960563,30.20089285714287,False
0.0,-0.725,-0.888,0.9895880092333118,26.685558500744055,False
0.0,-0.725,-0.825,0.9884856019765539,23.53352864583334,False
0.0,-0.725,-0.762,0.987356426526125,20.74480329241072,False
0.0,-0.725,-0.7,0.9861991895163631,18.319382440476193,False
0.0,-0.725,-0.638,0.9850124991752223,16.257266090029766,False
0.0,-0.725,-0.575,0.9837948545839378,14.55845424107143,False
0.0,-0.725,-0.512,0.9825446343002963,13.222946893601192,False
0.0,-0.725,-0.45,0.9812600822758883,12.250744047619051,False
0.0,-0.725,-0.387,0.9799392920053539,11.641845703125002,False
0.0,-0.725,-0.325,0.9785801888766721,11.39625186011905,False
0.0,-0.725,-0.262,0.9771805087489853,11.513962518601192,False
0.0,-0.725,-0.2,0.9757377736823386,11.99497767857143,False
0.0,-0.725,-0.137,0.974249263218292,12.839297340029763,False
0.0,-0.725,-0.075,0.9727119806762654,14.046921502976192,False
0.0,-0.725,-0.012,0.9711226134129457,15.617850167410715,False
0.0,-0.725,0.05,0.969477484765554,17.552083333333332,False
0.0,-0.725,0.113,0.9677724972719726,19.849621000744047,False
0.0,-0.725,0.175,0.9660030646590942,22.510463169642858,False
0.0,-0.725,0.238,0.9641640260336581,25.534609840029763,False
0.0,-0.725,0.3,0.9622495439684264,28.922061011904763,False
0.0,-0.7,-1.2,0.9924950950792352,55.87518601190478,False
0.0,-0.7,-1.138,0.991479443578651,50.67411876860121,False
0.0,-0.7,-1.075,0.9904412733307428,45.83635602678574,False
0.0,-0.7,-1.012,0.9893796051709777,41.36189778645835,False
0.0,-0.7,-0.95,0.9882933929119108,37.250744047619065,False
0.0,-0.7,-0.888,0.987181517584089,33.502894810267875,False
0.0,-0.7,-0.825,0.9860427802725081,30.118350074404777,False
0.0,-0.7,-0.762,0.9848758944952546,27.097109840029773,False
0.0,-0.7,-0.7,0.9836794771894288,24.43917410714287,False
0.0,-0.7,-0.638,0.9824520380926656,22.144542875744058,False
0.0,-0.7,-0.575,0.9811919685769479,20.213216145833343,False
0.0,-0.7,-0.512,0.9798975281556415,18.645193917410722,False
0.0,-0.7,-0.45,0.9785668296540999,17.4404761904762,False
0.0,-0.7,-0.387,0.9771978214332746,16.59906296502977,False
0.0,-0.7,-0.325,0.9757882675350646,16.120954241071434,False
0.0,-0.7,-0.262,0.974335723605427,16.006150018601197,False
0.0,-0.7,-0.2,0.972837510505628,16.254650297619055,False
0.0,-0.7,-0.137,0.9712906813757771,16.866455078125004,False
0.0,-0.7,-0.075,0.9696919841914903,17.84156436011905,False
0.0,-0.7,-0.012,0.9680378165942941,19.179978143601193,False
0.0,-0.7,0.05,0.9663241727079349,20.88169642857143,False
0.0,-0.7,0.113,0.9645465772435594,22.946719215029763,False
0.0,-0.7,0.175,0.9627000076540535,25.375046502976193,False
0.0,-0.7,0.238,0.9607788002530688,28.16667829241072,False
0.0,-0.7,0.3,0.9587765281653055,31.32161458333334,False
0.0,-0.675,-1.2,0.9902047450721528,64.78515624999999,False
0.0,-0.675,-1.138,0.9891573728228792,59.35157412574404,False
0.0,-0.675,-1.075,0.9880863957021089,54.281296502976176,False
0.0,-0.675,-1.012,0.986990769894597,49.574323381696416,False
0.0,-0.675,-0.95,0.9858693810683947,45.230654761904745,False
0.0,-0.675,-0.888,0.9847210359630946,41.250290643601176,False
0.0,-0.675,-0.825,0.9835444545496136,37.6332310267857,False
0.0,-0.675,-0.762,0.9823382620863058,34.37947591145832,False
0.0,-0.675,-0.7,0.9811009787921597,31.48902529761903,False
0.0,-0.675,-0.638,0.9798310083950111,28.96187918526784,False
0.0,-0.675,-0.575,0.9785266257096484,26.798037574404745,False
0.0,-0.675,-0.512,0.9771859618464291,24.997500465029745,False
0.0,-0.675,-0.45,0.9758069874472058,23.56026785714284,False
0.0,-0.675,-0.387,0.9743874931710101,22.48633975074403,False
0.0,-0.675,-0.325,0.9729250678207684,21.775716145833314,False
0.0,-0.675,-0.262,0.971417070988748,21.428397042410694,False
0.0,-0.675,-0.2,0.9698606037985169,21.444382440476176,False
0.0,-0.675,-0.137,0.9682524720509211,21.823672340029745,False
0.0,-0.675,-0.075,0.96658914393122,22.566266741071413,False
0.0,-0.675,-0.012,0.9648666989527719,23.672165643601172,False
0.0,-0.675,0.05,0.9630807685962163,25.14136904761903,False
0.0,-0.675,0.113,0.9612264598200224,26.973876953124986,False
0.0,-0.675,0.175,0.9592982697917892,29.169689360119033,False
0.0,-0.675,0.238,0.957289973855233,31.728806268601176,False
0.0,-0.675,0.3,0.9551944903945555,34.651227678571416,False
0.0,-0.65,-1.2,0.9878655650538278,74.62518601190476,False
0.0,-0.65,-1.138,0.9867852349501418,68.95908900669643,False
0.0,-0.65,-1.075,0.9856801523738467,63.65629650297619,False
0.0,-0.65,-1.012,0.9845492062390193,58.716808500744044,False
0.0,-0.65,-0.95,0.9833912084993015,54.14062499999999,False
0.0,-0.65,-0.888,0.9822048863655123,49.927746000744044,False
0.0,-0.65,-0.825,0.9809888724961674,46.07817150297618,False
0.0,-0.65,-0.762,0.9797416971804093,42.59190150669642,False
0.0,-0.65,-0.7,0.9784617764781995,39.46893601190475,False
0.0,-0.65,-0.638,0.9771473997606094,36.70927501860118,False
0.0,-0.65,-0.575,0.9757967158963883,34.31291852678571,False
0.0,-0.65,-0.512,0.974407717049614,32.27986653645832,False
0.0,-0.65,-0.45,0.9729782197708428,30.61011904761904,False
0.0,-0.65,-0.387,0.9715058439135831,29.303676060267847,False
0.0,-0.65,-0.325,0.9699879870412086,28.360537574404752,False
0.0,-0.65,-0.262,0.9684217957031198,27.780703590029752,False
0.0,-0.65,-0.2,0.9668041308856087,27.564174107142847,False
0.0,-0.65,-0.137,0.9651315276917994,27.710949125744037,False
0.0,-0.65,-0.075,0.9634001478546362,28.22102864583332,False
0.0,-0.65,-0.012,0.9616057219533015,29.094412667410705,False
0.0,-0.65,0.05,0.959743480212305,30.33110119047618,False
0.0,-0.65,0.113,0.957808070467657,31.931094215029752,False
0.0,-0.65,0.175,0.9557934554877153,33.894391741071416,False
0.0,-0.65,0.238,0.9536927895563425,36.220993768601176,False
0.0,-0.65,0.3,0.9514982613754439,38.91090029761904,False
0.0,-0.625,-1.2,0.9854761359464836,85.39527529761907,False
0.0,-0.625,-1.138,0.9843615538235523,79.49666341145834,False
0.0,-0.625,-1.075,0.9832210079816326,73.96135602678572,False
0.0,-0.625,-1.012,0.9820533147195344,68.78935314360119,False
0.0,-0.625,-0.95,0.9808572081080579,63.980654761904766,False
0.0,-0.625,-0.888,0.9796313282436787,59.53526088169643,False
0.0,-0.625,-0.825,0.9783742150758646,55.45317150297619,False
0.0,-0.625,-0.762,0.9770842967230978,51.73438662574405,False
0.0,-0.625,-0.7,0.9757598766173304,48.37890625,False
0.0,-0.625,-0.638,0.9743991207508035,45.38673037574405,False
0.0,-0.625,-0.575,0.9730000421131537,42.75785900297618,False
0.0,-0.625,-0.512,0.9715604822463209,40.49229213169642,False
0.0,-0.625,-0.45,0.9700780908129448,38.59002976190475,False
0.0,-0.625,-0.387,0.9685503018154284,37.05107189360118,False
0.0,-0.625,-0.325,0.966974305274661,35.87541852678571,False
0.0,-0.625,-0.262,0.9653470150241065,35.06306966145833,False
0.0,-0.625,-0.2,0.9636650300954321,34.614025297619044,False
0.0,-0.625,-0.137,0.961924589717398,34.52828543526785,False
0.0,-0.625,-0.075,0.9601215188023484,34.80585007440475,False
0.0,-0.625,-0.012,0.9582511632924746,35.44671921502975,False
0.0,-0.625,0.05,0.9563083140054613,36.45089285714285,False
0.0,-0.625,0.113,0.9542871089268103,37.81837100074404,False
0.0,-0.625,0.175,0.9521809204745506,39.54915364583332,False
0.0,-0.625,0.238,0.9499822115392935,41.6432407924107,False
0.0,-0.625,0.3,0.9476823585919453,44.100632440476176,False
0.0,-0.6,-1.2,0.9830349892916597,97.09542410714288,False
0.0,-0.6,-1.138,0.981884802411838,90.96429734002979,False
0.0,-0.6,-1.075,0.9807073727067693,85.19647507440479,False
0.0,-0.6,-1.012,0.9795014389172932,79.79195731026788,False
0.0,-0.6,-0.95,0.9782656506419386,74.75074404761907,False
0.0,-0.6,-0.888,0.9769985559284118,70.07283528645834,False
0.0,-0.6,-0.825,0.9756985943755688,65.75823102678574,False
0.0,-0.6,-0.762,0.9743640836729909,61.806931268601204,False
0.0,-0.6,-0.7,0.972993206650987,58.21893601190477,False
0.0,-0.6,-0.638,0.9715839957303355,54.99424525669644,False
0.0,-0.6,-0.575,0.9701343166313667,52.132859002976204,False
0.0,-0.6,-0.512,0.9686418482749121,49.63477725074406,False
0.0,-0.6,-0.45,0.9671040592034111,47.50000000000001,False
0.0,-0.6,-0.387,0.9655181814653027,45.72852725074405,False
0.0,-0.6,-0.325,0.9638811791833959,44.3203590029762,False
0.0,-0.6,-0.262,0.9621897126025607,43.27549525669644,False
0.0,-0.6,-0.2,0.9604400943848286,42.59393601190476,False
0.0,-0.6,-0.137,0.9586282393349517,42.27568126860119,False
0.0,-0.6,-0.075,0.9567496031729997,42.320731026785715,False
0.0,-0.6,-0.012,0.9547991098023683,42.729085286458336,False
0.0,-0.6,0.05,0.9527710627367434,43.500744047619044,False
0.0,-0.6,0.113,0.9506590393927677,44.635707310267854,False
0.0,-0.6,0.175,0.948455756048387,46.13397507440476,False
0.0,-0.6,0.238,0.9461529086121889,47.99554734002976,False
0.0,-0.6,0.3,0.9437409682134646,50.220424107142854,False
0.1,-1.2,-1.2,1.0458804845426526,72.98828124999999,True
0.1,-1.2,-1.138,1.045301011959151,72.43751162574404,True
0.1,-1.2,-1.075,1.0447121456024302,72.25004650297618,True
0.1,-1.2,-1.012,1.0441135812466533,72.42588588169642,True
0.1,-1.2,-0.95,1.0435049991554974,72.96502976190474,True
0.1,-1.2,-0.888,1.0428860627954446,73.86747814360118,True
0.1,-1.2,-0.825,1.0422564179000855,75.13323102678571,True
0.1,-1.2,-0.762,1.0416156906805891,76.76228841145833,True
0.1,-1.2,-0.7,1.0409634868132838,78.75465029761904,True
0.1,-1.2,-0.638,1.0402993893858599,81.11031668526785,True
0.1,-1.2,-0.575,1.0396229576198284,83.82928757440476,True
0.1,-1.2,-0.512,1.0389337243188705,86.91156296502976,True
0.1,-1.2,-0.45,1.0382311941509794,90.35714285714285,True
0.1,-1.2,-0.387,1.0375148408701476,94.16602725074405,True
0.1,-1.2,-0.325,1.0367841044366863,98.33821614583334,True
0.1,-1.2,-0.262,1.0360383890592655,102.87370954241071,True
0.1,-1.2,-0.2,1.035277058203974,107.7725074404762,True
0.1,-1.2,-0.137,1.0344994319360865,113.03460984002976,True
0.1,-1.2,-0.075,1.033704781899286,118.66001674107144,True
0.1,-1.2,-0.012,1.032892327345427,124.6487281436012,True
0.1,-1.2,0.05,1.0320612286913229,131.00074404761907,True
0.1,-1.2,0.113,1.0312105813775092,137.716064453125,True
0.1,-1.2,0.175,1.030339409379697,144.79468936011907,True
0.1,-1.2,0.238,1.0294466550975236,152.2366187686012,True
0.1,-1.2,0.3,1.028531172880253,160.04185267857147,True
0.1,-1.175,-1.2,1.0443136907926651,63.29706101190478,True
0.1,-1.175,-1.138,1.0437186190767185,62.513776506696445,True
0.1,-1.175,-1.075,1.043113758562025,62.09379650297621,True
0.1,-1.175,-1.012,1.0424987878165721,62.03712100074407,True
0.1,-1.175,-0.95,1.041873368763413,62.34375000000002,True
0.1,-1.175,-0.888,1.0412371453427685,63.01368350074408,True
0.1,-1.175,-0.825,1.0405897423540096,64.04692150297622,True
0.1,-1.175,-0.762,1.0399307638748685,65.44346400669646,True
0.1,-1.175,-0.7,1.0392597917036648,67.2033110119048,True
0.1,-1.175,-0.638,1.0385763834517312,69.32646251860123,True
0.1,-1.175,-0.575,1.0378800709463942,71.81291852678575,True
0.1,-1.175,-0.512,1.0371703576383182,74.66267903645837,True
0.1,-1.175,-0.45,1.0364467164550888,77.8757440476191,True
0.1,-1.175,-0.387,1.0357085871223493,81.4521135602679,True
0.1,-1.175,-0.325,1.0349553725913414,85.39178757440482,True
0.1,-1.175,-0.262,1.034186437222846,89.69476609002982,True
0.1,-1.175,-0.2,1.0334011010709032,94.36104910714292,True
0.1,-1.175,-0.137,1.032598636929421,99.39063662574411,True
0.1,-1.175,-0.075,1.03177826558881,104.7835286458334,True
0.1,-1.175,-0.012,1.0309391496898381,110.53972516741078,True
0.1,-1.175,0.05,1.030080388243747,116.65922619047626,True
0.1,-1.175,0.113,1.0292010093754917,123.14203171502984,True
0.1,-1.175,0.175,1.0282999621575013,129.9881417410715,True
0.1,-1.175,0.238,1.027376107145731,137.1975562686013,True
0.1,-1.175,0.3,1.0264282067827797,144.77027529761912,True
0.1,-1.15,-1.2,1.0427182027144133,54.53590029761901,True
0.1,-1.15,-1.138,1.0421069980592055,53.52010091145829,True
0.1,-1.15,-1.075,1.0414855901574116,52.86760602678568,True
0.1,-1.15,-1.012,1.0408536392640413,52.578415643601154,True
0.1,-1.15,-0.95,1.040210787760744,52.65252976190473,True
0.1,-1.15,-0.888,1.0395566588509257,53.0899483816964,True
0.1,-1.15,-0.825,1.0388908550360663,53.89067150297616,True
0.1,-1.15,-0.762,1.0382129567011795,55.05469912574402,True
0.1,-1.15,-0.7,1.0375225201484362,56.58203124999998,True
0.1,-1.15,-0.638,1.0368190758370162,58.47266787574402,True
0.1,-1.15,-0.575,1.0361021261647547,60.72660900297617,True
0.1,-1.15,-0.512,1.0353711430815467,63.3438546316964,True
0.1,-1.15,-0.45,1.0346255656835774,66.32440476190474,True
0.1,-1.15,-0.387,1.0338647969386998,69.66825939360118,True
0.1,-1.15,-0.325,1.0330882002427682,73.3754185267857,True
0.1,-1.15,-0.262,1.0322950968486135,77.44588216145831,True
0.1,-1.15,-0.2,1.0314847600948551,81.87965029761904,True
0.1,-1.15,-0.137,1.030656412059411,86.67672293526785,True
0.1,-1.15,-0.075,1.0298092177778724,91.83710007440476,True
0.1,-1.15,-0.012,1.0289422794187673,97.36078171502976,True
0.1,-1.15,0.05,1.0280546293255324,103.24776785714285,True
0.1,-1.15,0.113,1.0271452217479673,109.49805850074405,True
0.1,-1.15,0.175,1.0262129254351058,116.11165364583333,True
0.1,-1.15,0.238,1.025256511128334,123.08855329241072,True
0.1,-1.15,0.3,1.0242746409559407,130.42875744047618,True
0.1,-1.125,-1.2,1.041093279106179,46.704799107142854,True
0.1,-1.125,-1.138,1.0404653857411617,45.45648484002976,True
0.1,-1.125,-1.075,1.039826854210706,44.571475074404766,True
0.1,-1.125,-1.012,1.039177325274619,44.04976981026786,True
0.1,-1.125,-0.95,1.0385164204531934,43.89136904761906,True
0.1,-1.125,-0.888,1.037843740857767,44.096272786458336,True
0.1,-1.125,-0.825,1.0371588652737063,44.66448102678572,True
0.1,-1.125,-0.762,1.0364613486830858,45.5959937686012,True
0.1,-1.125,-0.7,1.0357507203108438,46.89081101190477,True
0.1,-1.125,-0.638,1.035026481300518,48.548932756696445,True
0.1,-1.125,-0.575,1.0342881028755528,50.57035900297621,True
0.1,-1.125,-0.512,1.0335350232000684,52.95508975074407,True
0.1,-1.125,-0.45,1.0327666448329589,55.70312500000003,True
0.1,-1.125,-0.387,1.0319823310583964,58.814464750744065,True
0.1,-1.125,-0.325,1.031181403477464,62.28910900297622,True
0.1,-1.125,-0.262,1.0303631360751146,66.12705775669646,True
0.1,-1.125,-0.2,1.0295267524211804,70.32831101190479,True
0.1,-1.125,-0.137,1.028671419442609,74.89286876860123,True
0.1,-1.125,-0.075,1.0277962422798046,79.82073102678575,True
0.1,-1.125,-0.012,1.0269002570875698,85.11189778645837,True
0.1,-1.125,0.05,1.0259824239784516,90.76636904761908,True
0.1,-1.125,0.113,1.0250416177859936,96.7841448102679,True
0.1,-1.125,0.175,1.0240766183590806,103.16522507440482,True
0.1,-1.125,0.238,1.0230860985052246,109.90960984002982,True
0.1,-1.125,0.3,1.0220686119399143,117.0172991071429,True
0.1,-1.1,-1.2,1.0394381548480445,39.80375744047615,True
0.1,-1.1,-1.138,1.0387929940773135,38.32292829241067,True
0.1,-1.1,-1.075,1.0381367385015268,37.20540364583329,True
0.1,-1.1,-1.012,1.037469008213598,36.45118350074401,True
0.1,-1.1,-0.95,1.0367894026064772,36.06026785714281,True
0.1,-1.1,-0.888,1.0360974990386813,36.032656715029724,True
0.1,-1.1,-0.825,1.0353928511456445,36.368350074404724,True
0.1,-1.1,-0.762,1.0346749867455083,37.067347935267826,True
0.1,-1.1,-0.7,1.0339434059446053,38.12965029761901,True
0.1,-1.1,-0.638,1.0331975789032823,39.5552571614583,True
0.1,-1.1,-0.575,1.0324369430295803,41.34416852678568,True
0.1,-1.1,-0.512,1.0316609003915604,43.496384393601154,True
0.1,-1.1,-0.45,1.0308688142941054,46.01190476190473,True
0.1,-1.1,-0.387,1.0300600059857397,48.890729631696395,True
0.1,-1.1,-0.325,1.0292337508693759,52.132859002976154,True
0.1,-1.1,-0.262,1.0283892731342459,55.738292875744015,True
0.1,-1.1,-0.2,1.0275257418893144,59.70703124999997,True
0.1,-1.1,-0.137,1.0266422649061686,64.03907412574402,True
0.1,-1.1,-0.075,1.0257378822297596,68.73442150297616,True
0.1,-1.1,-0.012,1.0248115589160431,73.7930733816964,True
0.1,-1.1,0.05,1.0238621758088078,79.21502976190473,True
0.1,-1.1,0.113,1.0228885218751818,85.00029064360116,True
0.1,-1.1,0.175,1.021889280096847,91.1488560267857,True
0.1,-1.1,0.238,1.0208630169441966,97.6607259114583,True
0.1,-1.1,0.3,1.0198081661239502,104.53590029761902,True
0.1,-1.075,-1.2,1.0377520399581737,33.83277529761904,True
0.1,-1.075,-1.138,1.0370890090162435,32.11943126860118,True
0.1,-1.075,-1.075,1.0364144038181684,30.769391741071416,True
0.1,-1.075,-1.012,1.035727822311618,29.782656715029752,True
0.1,-1.075,-0.95,1.0350288403689796,29.15922619047618,True
0.1,-1.075,-0.888,1.034317010137473,28.899100167410708,True
0.1,-1.075,-0.825,1.0335918582286023,29.002278645833325,True
0.1,-1.075,-0.762,1.0328528834945934,29.46876162574404,True
0.1,-1.075,-0.7,1.0320995551144903,30.298549107142854,True
0.1,-1.075,-0.638,1.031331309676953,31.49164109002976,True
0.1,-1.075,-0.575,1.030547548704749,33.048037574404766,True
0.1,-1.075,-0.512,1.029747635346368,34.967738560267854,True
0.1,-1.075,-0.45,1.0289308907549528,37.25074404761905,True
0.1,-1.075,-0.387,1.0280965909804098,39.897054036458336,True
0.1,-1.075,-0.325,1.027243961631541,42.906668526785715,True
0.1,-1.075,-0.262,1.02637217340507,46.2795875186012,True
0.1,-1.075,-0.2,1.0254803364760228,50.015811011904766,True
0.1,-1.075,-0.137,1.0245674946143355,54.11533900669644,True
0.1,-1.075,-0.075,1.0236326174465307,58.578171502976204,True
0.1,-1.075,-0.012,1.0226745923129115,63.40430850074406,True
0.1,-1.075,0.05,1.021692215511742,68.59375000000001,True
0.1,-1.075,0.113,1.0206841801571989,74.14649600074407,True
0.1,-1.075,0.175,1.0196490656512913,80.0625465029762,True
0.1,-1.075,0.238,1.0185853207484483,86.34190150669644,True
0.1,-1.075,0.3,1.0174912490722388,92.98456101190479,True
0.1,-1.05,-1.2,1.036034118880933,28.79185267857143,True
0.1,-1.05,-1.138,1.0353525897544038,26.845993768601193,True
0.1,-1.05,-1.075,1.034658982823042,25.263439360119055,True
0.1,-1.05,-1.012,1.0339528723970017,24.044189453125007,True
0.1,-1.05,-0.95,1.0332338092575615,23.188244047619058,True
0.1,-1.05,-0.888,1.0325013186606522,22.6956031436012,True
0.1,-1.05,-0.825,1.031754898321466,22.56626674107144,True
0.1,-1.05,-0.762,1.0309940162519673,22.800234840029777,True
0.1,-1.05,-0.7,1.0302181083366444,23.397507440476208,True
0.1,-1.05,-0.638,1.029426575409297,24.358084542410733,True
0.1,-1.05,-0.575,1.0286187803305848,25.681966145833353,True
0.1,-1.05,-0.512,1.0277940446542624,27.36915225074407,True
0.1,-1.05,-0.45,1.0269516442624973,29.419642857142883,True
0.1,-1.05,-0.387,1.026090806299607,31.83343796502979,True
0.1,-1.05,-0.325,1.0252107030203326,34.610537574404795,True
0.1,-1.05,-0.262,1.0243104469890594,37.75094168526789,True
0.1,-1.05,-0.2,1.0233890853432124,41.25465029761908,True
0.1,-1.05,-0.137,1.0224455920363402,45.12166341145837,True
0.1,-1.05,-0.075,1.0214788604058713,49.35198102678575,True
0.1,-1.05,-0.012,1.0204876940402214,53.94560314360123,True
0.1,-1.05,0.05,1.019470795851575,58.90252976190481,True
0.1,-1.05,0.113,1.0184267567227037,64.22276088169647,True
0.1,-1.05,0.175,1.0173540410184152,69.90629650297625,True
0.1,-1.05,0.238,1.0162509699137772,75.9531366257441,True
0.1,-1.05,0.3,1.0151157023108068,82.36328125000006,True
0.1,-1.025,-1.2,1.034283549318642,24.680989583333314,True
0.1,-1.025,-1.138,1.0335828676971193,22.502615792410698,True
0.1,-1.025,-1.075,1.0328695791067783,20.687546502976172,True
0.1,-1.025,-1.012,1.032143232803,19.235781715029745,True
0.1,-1.025,-0.95,1.0314033527633781,18.147321428571413,True
0.1,-1.025,-0.888,1.0306494355321068,17.422165643601176,True
0.1,-1.025,-0.825,1.0298809480175812,17.060314360119033,True
0.1,-1.025,-0.762,1.0290973252018651,17.061767578124982,True
0.1,-1.025,-0.7,1.0282979673124681,17.426525297619033,True
0.1,-1.025,-0.638,1.0274822368355212,18.154587518601176,True
0.1,-1.025,-0.575,1.0266494553028627,19.245954241071416,True
0.1,-1.025,-0.512,1.0257988993780442,20.700625465029752,True
0.1,-1.025,-0.45,1.0249297964540511,22.51860119047618,True
0.1,-1.025,-0.387,1.0240413209753327,24.6998814174107,True
0.1,-1.025,-0.325,1.0231325875366937,27.244466145833325,True
0.1,-1.025,-0.262,1.0222026463263545,30.15235537574404,True
0.1,-1.025,-0.2,1.0212504756290655,33.423549107142854,True
0.1,-1.025,-0.137,1.020274974426071,37.05804734002976,True
0.1,-1.025,-0.075,1.0192749533683554,41.05585007440475,True
0.1,-1.025,-0.012,1.0182491242223979,45.416957310267854,True
0.1,-1.025,0.05,1.0171960894533034,50.141369047619044,True
0.1,-1.025,0.113,1.0161143276170475,55.229085286458336,True
0.1,-1.025,0.175,1.0150021772260205,60.680106026785715,True
0.1,-1.025,0.238,1.0138578197273467,66.49443126860119,True
0.1,-1.025,0.3,1.0126792565676312,72.67206101190476,True
0.1,-1.0,-1.2,1.0324994613603165,21.500186011904752,False
0.1,-1.0,-1.138,1.031778945227808,19.089297340029756,False
0.1,-1.0,-1.075,1.0310452659753468,17.04171316964285,False
0.1,-1.0,-1.012,1.0302979461911588,15.357433500744044,False
0.1,-1.0,-0.95,1.0295364811874173,14.036458333333332,False
0.1,-1.0,-0.888,1.0287603368389673,13.078787667410714,False
0.1,-1.0,-0.825,1.0279689472280351,12.484421502976192,False
0.1,-1.0,-0.762,1.0271617118573364,12.253359840029763,False
0.1,-1.0,-0.7,1.026337992924783,12.385602678571432,False
0.1,-1.0,-0.638,1.0254971118153664,12.881150018601193,False
0.1,-1.0,-0.575,1.0246383454858392,13.740001860119053,False
0.1,-1.0,-0.512,1.02376092247914,14.962158203125007,False
0.1,-1.0,-0.45,1.0228640183585562,16.547619047619058,False
0.1,-1.0,-0.387,1.0219467500026809,18.4963843936012,False
0.1,-1.0,-0.325,1.021008170614618,20.80845424107144,False
0.1,-1.0,-0.262,1.0200472624906078,23.483828590029773,False
0.1,-1.0,-0.2,1.01906292983515,26.522507440476204,False
0.1,-1.0,-0.137,1.0180539899511911,29.92449079241073,False
0.1,-1.0,-0.075,1.0170191637194652,33.68977864583335,False
0.1,-1.0,-0.012,1.0159570638874884,37.818371000744065,False
0.1,-1.0,0.05,1.0148661825977598,42.310267857142875,False
0.1,-1.0,0.113,1.0137448754429002,47.16546921502979,False
0.1,-1.0,0.175,1.012591344565835,52.38397507440479,False
0.1,-1.0,0.238,1.0114036177946075,57.96578543526788,False
0.1,-1.0,0.3,1.0101795228380215,63.91090029761908,False
0.1,-0.975,-1.2,1.030680956428485,19.249441964285705,False
0.1,-0.975,-1.138,1.0299398948279115,16.606038411458325,False
0.1,-0.975,-1.075,1.029185085391515,14.32593936011904,False
0.1,-0.975,-1.012,1.028416022277965,12.40914481026785,False
